Name,Slug,Description,Address,City,State,Zip,Phone,Website URL,Google Maps URL,Photo URL,Hours,Specialties,Credentials,Services,Firm Type,Minimum Investment,Fee Structure,Fiduciary,SEC Registered,Rating,Review Count,Status,Date Added,Latitude,Longitude,Year Established,Languages
"Sanford Eric Bressick, Financial Advisor - Eagle Strategies",sanford-eric-bressick-financial-advisor-eagle-strategies-santa-rosa-ca,"Sanford Bressick is a financial advisor with Eagle Strategies LLC, a registered investment adviser and subsidiary of New York Life, serving clients in Santa Rosa, California. He offers financial planning and investment management services, with particular expertise in retirement planning and estate planning, drawing on over 40 years of experience in financial services. Eagle Strategies engages clients through a collaborative planning process that assesses their financial situation and develops customized strategies, supported by an internal team of financial planning consultants, specialists, and portfolio professionals.",321 College Ave,Santa Rosa,California,95401,(707) 528-1597,https://www.sanfordbressick.com/%3Fcmpid%3Dofll_fwll_wlgb_google_0_0_0_0_0_0_fwloc_0_0402131_Z74_0,"https://www.google.com/maps/place/Sanford+Eric+Bressick%2C+Financial+Advisor+-+Eagle+Strategies/@38.4459532,-122.72168959999999,14z/data=!4m8!1m2!2m1!1sSanford+Eric+Bressick%2C+Financial+Advisor+-+Eagle+Strategies!3m4!1s0x808439cafd90f503:0x4cc9f0cf966d2223!8m2!3d38.4459532!4d-122.72168959999999",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mtkCojC-wrcrQIyplEtm8A&cb_client=search.gws-prod.gps&w=800&h=500&yaw=11.405943&pitch=0&thumbfov=100,Daily: Closed,"Retirement Planning,Investment Management",,Financial Planning,,,,,,,,Active,4/19/2026,38.4459532,-122.7216896,,English
Madson Wealth Advisors,madson-wealth-advisors-santa-rosa-ca,"Madson Wealth Advisors is a family-run firm in Santa Rosa, California, offering investment management, retirement planning, estate planning, and tax planning services. The firm is led by Maxwell Madson, a Chartered Financial Analyst, and serves a limited client base with an emphasis on personalized service built on more than 50 combined years of client service experience. The firm works with pre-retirees, retirees, and individuals managing sudden wealth from inheritances, property sales, or business sales, focusing on cash flow management and risk structuring.",1160 N Dutton Ave Ste 210,Santa Rosa,California,95401,(707) 578-6850,https://www.madsonwealth.com/,"https://www.google.com/maps/place/Madson+Wealth+Advisors/@38.4472418,-122.7304241,14z/data=!4m8!1m2!2m1!1sMadson+Wealth+Advisors!3m4!1s0x808439f8f5052521:0x85504bf65cb98757!8m2!3d38.4472418!4d-122.7304241",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HcwEnAIdkm6fK7c51QunzQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=111.15715&pitch=0&thumbfov=100,Daily: Closed,,,,,,,,,,,Active,4/19/2026,38.4472418,-122.7304241,,English
Alpha Wealth Management and Planning,alpha-wealth-management-and-planning-santa-rosa-ca,"Alpha Wealth Management & Planning is an independent financial services firm located in Santa Rosa, California, offering financial planning, investment management, and divorce financial analytics. The firm provides wealth management guidance and develops customized financial strategies for clients seeking to clarify their objectives and establish actionable plans.",100 E St #205,Santa Rosa,California,95401,(707) 852-5320,http://www.alphawmp.com/,"https://www.google.com/maps/place/Alpha+Wealth+Management+and+Planning/@38.440927099999996,-122.7097228,14z/data=!4m8!1m2!2m1!1sAlpha+Wealth+Management+and+Planning!3m4!1s0x8084383c38c3bab7:0x3bea93134d4d8f82!8m2!3d38.440927099999996!4d-122.7097228",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XJGMUN9YiMmEaEkpA4hm0g&cb_client=search.gws-prod.gps&w=800&h=500&yaw=55.737644&pitch=0&thumbfov=100,"Sunday: Closed, Monday: 8:30AM-4:30PM, Tuesday: 8:30AM-4:30PM, Wednesday: 8:30AM-4:30PM, Thursday: 8:30AM-4:30PM, Friday: 8:30AM-4:30PM, Saturday: Closed","Investment Management,Wealth Management",,"Financial Planning,Investment Management",,,,,,3.0,2,Active,4/19/2026,38.4409271,-122.7097228,,English
"Enspire Wealth Management, LLC",enspire-wealth-management-llc-santa-rosa-ca,"Enspire Wealth Management, LLC is an investment advisory firm in Santa Rosa, California. Services include Financial Planning. The firm specializes in Investment Management and Wealth Management. The office has a wheelchair-accessible entrance. The office is open five days a week.",90 S E St #300,Santa Rosa,California,95404,(707) 525-1099,http://www.enspirewealth.com/,"https://www.google.com/maps/place/Enspire+Wealth+Management%2C+LLC/@38.439218499999996,-122.70826369999999,14z/data=!4m8!1m2!2m1!1sEnspire+Wealth+Management%2C+LLC!3m4!1s0x80843883db21b347:0x770a5a28854f09b6!8m2!3d38.439218499999996!4d-122.70826369999999",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X3lnUqL0_f1f9-JnByQFOg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=100.630714&pitch=0&thumbfov=100,"Sunday: Closed, Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: Closed","Investment Management,Wealth Management",,Financial Planning,,,,,,,,Active,4/19/2026,38.4392185,-122.7082637,,English
Yancey & Associates Wealth Management,yancey-associates-wealth-management-louisville-ky,"Yancey & Associates Wealth Management is an investment advisory firm in Louisville, Kentucky. Services include Financial Planning, Insurance Analysis, and Investment Management. The firm specializes in Insurance Planning. Appointments are recommended. The office has a wheelchair-accessible entrance. The office is open five days a week.",140 Whittington Pkwy,Louisville,Kentucky,40222,,http://yanceyandassociates.nm.com/,"https://www.google.com/maps/place/Yancey+%26+Associates+Wealth+Management/@38.2451843,-85.58172259999999,14z/data=!4m8!1m2!2m1!1sYancey+%26+Associates+Wealth+Management!3m4!1s0x88699f9c88665127:0x5135e98b732b8116!8m2!3d38.2451843!4d-85.58172259999999",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oFO7STZni4HAf8GmEZazlA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=24.322672&pitch=0&thumbfov=100,"Sunday: Closed, Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: Closed",Insurance Planning,,"Financial Planning,Insurance Analysis,Investment Management",,,,,,,,Active,4/19/2026,38.2451843,-85.5817226,,English
Merrill Lynch Wealth Management,merrill-lynch-wealth-management-aiken-sc,"Merrill Lynch Wealth Management is a wirehouse firm in Aiken, South Carolina. Services include Financial Planning and Investment Management. The firm specializes in Wealth Management. The office has a wheelchair-accessible entrance. The office is open five days a week.",308 Park Ave SW,Aiken,South Carolina,29801,(803) 845-6140,https://advisor.ml.com/sites/sc/aiken-sc,"https://www.google.com/maps/place/Merrill+Lynch+Wealth+Management/@33.560023,-81.7237445,14z/data=!4m8!1m2!2m1!1sMerrill+Lynch+Wealth+Management!3m4!1s0x88f84d096de20cfb:0x383fc5b1575f8362!8m2!3d33.560023!4d-81.7237445",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HIxggnmxifPKVoASZ9e4IQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=98.30697&pitch=0&thumbfov=100,"Sunday: Closed, Monday: 8:30AM-4:30PM, Tuesday: 8:30AM-4:30PM, Wednesday: 8:30AM-4:30PM, Thursday: 8:30AM-4:30PM, Friday: 8:30AM-4:30PM, Saturday: Closed","Investment Management,Wealth Management",,"Financial Planning,Investment Management",Wirehouse,,,,,,,Active,4/19/2026,33.5600230,-81.7237445,,English
Wilson David Investment Advisors,wilson-david-investment-advisors-aiken-sc,"Wilson David Investment Advisors is an independent, fee-only investment advisory firm based in Aiken, South Carolina, registered with the state. The firm provides financial planning, estate planning, investment management across stocks, bonds, mutual funds, and other asset classes, along with tax preparation and IRS resolution services. Led by Kathy Hauer (CFP® and IRS Enrolled Agent) and Martin Lunn (Series 65 qualified), the firm serves clients at all net worth levels on a flat-fee or hourly basis and offers specialized products including college financial planning and debt consolidation.",227 Gateway Dr #159,Aiken,South Carolina,29803,(803) 507-2613,https://www.wilsondavid.com/,"https://www.google.com/maps/place/Wilson+David+Investment+Advisors/@33.3892081,-81.7140234,14z/data=!4m8!1m2!2m1!1sWilson+David+Investment+Advisors!3m4!1s0x88f9b1b42da6d1cf:0xe9a98491b72d2519!8m2!3d33.3892081!4d-81.7140234",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHEyX78MIWLRbtovT5Z2tcoqI6hPfcq7AHN0mmaiZRG2hVXCuwlhoLdt4svYRFBRw-ltB8yvVa-KDQjCa6lUnmjGVuNE6enQHAAc7qXeMuNXJVIqU92PtA5sM8T05AeRpE4zwes_A=w800-h500-k-no,"Sunday: Closed, Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: Closed",,,"Estate Planning,Financial Planning",,,,,,,,Active,4/19/2026,33.3892081,-81.7140234,,English
1280 Financial Partners,1280-financial-partners-north-augusta-sc,"1280 Financial Partners is an independent fiduciary wealth management firm based in North Augusta, South Carolina, offering investment management, financial planning, and advisory services. The firm serves a specialized niche in auto dealer portfolios and reinsurance account management, drawing on decades of advisor experience. Clients may use Charles Schwab or another custodian for asset holding and transaction execution while the firm provides investment advice and portfolio guidance.",1315 W Martintown Rd,North Augusta,South Carolina,29860,(803) 442-1280,https://www.1280fp.com/,"https://www.google.com/maps/place/1280+Financial+Partners/@33.546341,-81.9985363,14z/data=!4m8!1m2!2m1!1s1280+Financial+Partners!3m4!1s0x88f833fa1d96c79d:0xcabf8d74814e50d6!8m2!3d33.546341!4d-81.9985363",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFuag7EYlgi888SXOoqHOT0RHV5BojsIecfLadPf6B59gmgItW3rTsIkD5Nx4ioAn_ajsjUA3-5DOJQSzAd9xA2yO9tpKn0tvkYZJX31p7wPcAA3MvP5jKEMinMkPVQoCbfZjDHgJjm0Og=w800-h500-k-no,"Sunday: Closed, Monday: 8:30AM-5PM, Tuesday: 8:30AM-5AM, Wednesday: 8:30AM-5:30PM, Thursday: 8:30AM-5:30PM, Friday: 8:30AM-5:30PM, Saturday: Closed",,,,,,,,,5.0,26,Active,4/19/2026,33.5463410,-81.9985363,,English
"Security Financial, Inc.",security-financial-inc-overland-park-ks,"Security Financial, Inc. is an independent investment advisory firm based in Overland Park, Kansas, owned by Pierre and Katherine Badertscher and operating since 1995. The firm provides financial planning, investment management, and wealth management services, with a client focus on young professionals, pre-retirees, retirees, and individuals navigating life transitions such as divorce or death of a spouse. Security Financial's approach begins with exploratory conversations that address both financial objectives and personal values, building toward customized financial plans and portfolio management strategies.",7381 W 133rd St Suite 201,Overland Park,Kansas,66213,(913) 323-0530,https://www.securityfinancialinc.com/,"https://www.google.com/maps/place/Security+Financial%2C+Inc./@38.8860661,-94.6719207,14z/data=!4m8!1m2!2m1!1sSecurity+Financial%2C+Inc.!3m4!1s0x87c0c1fbcbc81b97:0xfadf95f60fad4efe!8m2!3d38.8860661!4d-94.6719207",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gty-V7qFXAqEAnwlNDOJ_g&cb_client=search.gws-prod.gps&w=800&h=500&yaw=295.29208&pitch=0&thumbfov=100,"Sunday: Closed, Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-12PM, Saturday: Closed","Investment Management,Wealth Management",,"Financial Planning,Investment Management",,,,,,5.0,1,Active,4/19/2026,38.8860661,-94.6719207,,English
Aspen Wealth Management,aspen-wealth-management-overland-park-ks,"Aspen Wealth Management is an investment advisory firm in Overland Park, Kansas. Services include Financial Planning, Investment Management, and Retirement Planning. Appointments are recommended. The office has a wheelchair-accessible entrance. The office is open five days a week. It holds a 5-star rating from 1 Google review.",9300 W 110th St # 680,Overland Park,Kansas,66210,(913) 491-0500,http://www.aspenwealth.com/,"https://www.google.com/maps/place/Aspen+Wealth+Management/@38.929038999999996,-94.69377,14z/data=!4m8!1m2!2m1!1sAspen+Wealth+Management!3m4!1s0x87c0ea4eb8baed0d:0xc07d2045261d6a8!8m2!3d38.929038999999996!4d-94.69377",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AByJN7IDxb8aFuN_Maf4ww&cb_client=search.gws-prod.gps&w=800&h=500&yaw=71.90596&pitch=0&thumbfov=100,"Sunday: Closed, Monday: 8:30AM-5:30PM, Tuesday: 8:30AM-5:30PM, Wednesday: 8:30AM-5:30PM, Thursday: 8:30AM-5:30PM, Friday: 8:30AM-5:30PM, Saturday: Closed",Retirement Planning,,"Financial Planning,Investment Management,Retirement Planning",,,,,,5.0,1,Active,4/19/2026,38.9290390,-94.6937700,,English
Dynamic Wealth,dynamic-wealth-overland-park-ks,"Dynamic Wealth is a fee-only fiduciary investment advisory firm in Overland Park, Kansas, founded by David Walsh, a CFP® with nearly 14 years of financial advisory experience and over 23 years as a business and estate planning attorney. The firm integrates financial, investment, and estate planning services, focusing on understanding clients' wealth purposes and long-term goals. Walsh currently operates the firm as its sole advisor but plans measured growth while maintaining a small-firm, client-centered approach.",7015 College Blvd Suite 375,Overland Park,Kansas,66211,(913) 663-4357,https://www.dynamicwealthkc.com/,"https://www.google.com/maps/place/Dynamic+Wealth/@38.9253528,-94.6649193,14z/data=!4m8!1m2!2m1!1sDynamic+Wealth!3m4!1s0x87c0eb2eba9c9d49:0x95fad1dd418f14dd!8m2!3d38.9253528!4d-94.6649193",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTXbkyC9qzIskemNcNlG8Naj2wzbCFTVyshMTO846N1JrjHIE84L9nd7QgDykQ-GQJkWf-kI4J22lPW_fo8bxPNy8mP2qToS_oLxRiDPdB8z7ZTxTXZSrfTOhYhcNFgSNhmPIcH5chp_E=w800-h500-k-no,,,,Investment Management,,,,,,,,Active,4/19/2026,38.9253528,-94.6649193,,English
Endeavor Private Wealth,endeavor-private-wealth-overland-park-ks,"Endeavor Private Wealth provides financial planning services to families in Overland Park, Kansas, with a focus on managing transitions across generations. The firm operates on a fiduciary basis and offers services including retirement planning, estate planning, risk management, tax-efficient investing, education funding, and philanthropic planning, along with trust and lending services. Their process centers on listening to clients' situations, researching strategies, presenting recommendations in clear language, and monitoring plans on an ongoing basis. The firm serves multi-generational families and business owners seeking customized investment and wealth planning strategies.",8100 Marty St # 119,Overland Park,Kansas,66204,(913) 641-8309,https://www.endeavorpw.com/,"https://www.google.com/maps/place/Endeavor+Private+Wealth/@38.9822728,-94.6704101,14z/data=!4m8!1m2!2m1!1sEndeavor+Private+Wealth!3m4!1s0x87c0ed441c962d55:0xc4344a68e6baaefc!8m2!3d38.9822728!4d-94.6704101",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FVKBwdYF9zDIfkikWg_HEw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=231.74997&pitch=0&thumbfov=100,"Sunday: Closed, Monday: 8:30AM-4:30PM, Tuesday: 8:30AM-4:30AM, Wednesday: 8:30AM-4:30AM, Thursday: 8:30AM-4:30PM, Friday: 8:30AM-4:30PM, Saturday: Closed",,,Financial Planning,,,,,,,,Active,4/19/2026,38.9822728,-94.6704101,,English
Smith Moore,smith-moore-overland-park-ks,"Smith Moore is an investment advisory firm in Overland Park, Kansas. Services include Financial Planning and Investment Management. Service options include onsite meetings and online appointment booking. The office has a wheelchair-accessible entrance. The office is open five days a week. It holds a 5-star rating from 2 Google reviews.",9401 Indian Creek Pkwy #1050,Overland Park,Kansas,66210,(913) 491-2600,http://www.smithmoore.com/,"https://www.google.com/maps/place/Smith+Moore/@38.9312755,-94.6950289,14z/data=!4m8!1m2!2m1!1sSmith+Moore!3m4!1s0x87c0eafc93484f41:0xd7661704efed31f4!8m2!3d38.9312755!4d-94.6950289",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=j566-QvmZsWGTjilDB7iRw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=313.8874&pitch=0&thumbfov=100,"Sunday: Closed, Monday: 8AM-4:30PM, Tuesday: 8AM-4:30PM, Wednesday: 8AM-4:30PM, Thursday: 8AM-4:30PM, Friday: 8AM-4:30PM, Saturday: Closed",,,"Financial Planning,Investment Management",,,,,,5.0,2,Active,4/19/2026,38.9312755,-94.6950289,,English
BTA Financial Group,bta-financial-group-overland-park-ks,"BTA Financial Group is an investment advisory firm in Overland Park, Kansas. Services include Insurance Analysis. The office has a wheelchair-accessible entrance. The office is open five days a week.",6701 W 64th St #220,Overland Park,Kansas,66202,(913) 831-1551,http://www.btafinancial.com/,"https://www.google.com/maps/place/BTA+Financial+Group/@39.0118477,-94.6633207,14z/data=!4m8!1m2!2m1!1sBTA+Financial+Group!3m4!1s0x87c0ec365376b393:0xb52a7fb4582ac259!8m2!3d39.0118477!4d-94.6633207",,"Sunday: Closed, Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: Closed",,,Insurance Analysis,,,,,,,,Active,4/19/2026,39.0118477,-94.6633207,,English
"Blankinship & Foster, LLC Fiduciary Financial Advisors",blankinship-foster-llc-fiduciary-financial-advisors-solana-beach-ca,"Blankinship & Foster is a fee-only fiduciary firm in Solana Beach, California offering financial planning and investment management with a focus on retirement income, tax planning, estate planning, and charitable giving strategies. The firm serves individuals with $1 million or more in investable assets who are approaching or in retirement, and employs a structured planning approach that includes multi-year cash flow modeling, Social Security optimization, and coordination with other professional advisors. As an SEC-registered firm accepting no commissions, Blankinship & Foster integrates tax, estate, and philanthropic considerations into a unified wealth management service delivered by its experienced advisory team.",420 Stevens Ave Suite 250,Solana Beach,California,92075,(858) 755-5166,https://www.bfadvisors.com/,"https://www.google.com/maps/place/Blankinship+%26+Foster%2C+LLC+Fiduciary+Financial+Advisors/@32.9927728,-117.2610771,14z/data=!4m8!1m2!2m1!1sBlankinship+%26+Foster%2C+LLC+Fiduciary+Financial+Advisors!3m4!1s0x80dc092e72a39b7f:0xe369512770a1c7c0!8m2!3d32.9927728!4d-117.2610771",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHc16Jy-jxciFI2-6WZ3OfTZMGpsEPjC5Rp0RorN0HlLYDc6nnaNuKYpJ6WK7zuYfxqgdpKoe1UrBOLqJR4kS9S7pg5UZsw02SN3HphzMiXeOkohbCTg2SZtVCz-xDhHOBBYLE=w800-h500-k-no,"Sunday: Closed, Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM, Saturday: Closed","Investment Management,Retirement Planning",,"Financial Planning,Investment Management",,,Fee-Only,checked,,,,Active,4/19/2026,32.9927728,-117.2610771,,English
"Seawise Financial, Inc.",seawise-financial-inc-cardiff-ca,"Seawise Financial, Inc. is a fee-only fiduciary firm based in Cardiff, California, serving individuals and couples in their 50s and 60s approaching retirement. The firm offers retirement planning and discretionary investment management, with particular expertise in tax-efficient strategies, stock option analysis, and cash flow planning. Led by CFP-credentialed advisors including founder Timothy Kenney, Seawise delivers customized plans through a five-step process: discovery, plan design, tax strategy, implementation, and ongoing adjustments. The firm operates on a retainer model that allows clients to access planning services independently of investment management.",120 Birmingham Dr Suite 240F,Cardiff,California,92007,(619) 738-3079,http://seawisefinancial.com/,"https://www.google.com/maps/place/Seawise+Financial%2C+Inc./@33.0232406,-117.2828662,14z/data=!4m8!1m2!2m1!1sSeawise+Financial%2C+Inc.!3m4!1s0x80dc094dc596bf61:0x9360eb2c4074ebde!8m2!3d33.0232406!4d-117.2828662",https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7dZ_YEIDC_l88yx7HLH8QeFnRFIy_8evwX4dnBev71HCxPv4k_RzO9_wI_uQuJ65aFk78wSPjc-VkPs_IL4LKg0uoNjlJ2lDxdLzZob2yPGMtpSXyrbIH7xJh-3gjmf-pICZa-A=w800-h500-k-no,"Sunday: Closed, Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM, Saturday: Closed",,CFP,Financial Planning,,,Fee-Only,checked,,5.0,28,Active,4/19/2026,33.0232406,-117.2828662,,English
Tidewater Financial,tidewater-financial-encinitas-ca,"Tidewater Financial is a wealth management and retirement planning firm in Encinitas, California, with over 55 years of operating history. The firm serves affluent individuals and families, specializing in tax-efficient strategies including municipal bonds, fixed-income portfolio management, and retirement planning. Led by Co-CEOs Justin Parker and Walter Valenzuela, who each bring nearly three decades of experience in financial advisory roles, the firm offers personalized wealth accumulation and preservation services. The team includes Associate Advisor Jackson Dalu and operates by appointment to assess client needs.",849 2nd St,Encinitas,California,92024,(858) 704-2010,https://www.tidewaterfin.com/,"https://www.google.com/maps/place/Tidewater+Financial/@33.0409795,-117.29394889999999,14z/data=!4m8!1m2!2m1!1sTidewater+Financial!3m4!1s0x80dc0d4960f1777d:0xe2d3c31645570dbe!8m2!3d33.0409795!4d-117.29394889999999",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIWY8tZ5LXdPjKWz1e5bqddeP0qVP6HLik56ExwB62FjCiUGHcDTs0z0axyjaD_MmpFQMjYv_60qPBDLuEkVbyoYTnD7vrXUa64s2EHIYJiZIum99DqYQNANBSRXwWPM6vTNyFZA=w800-h500-k-no,"Sunday: Closed, Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM, Saturday: Closed",,,Financial Planning,,,,,,4.8,13,Active,4/19/2026,33.0409795,-117.2939489,,"English,Spanish"
Merit Financial Advisors,merit-financial-advisors-marietta-ga,"Merit Financial Advisors is an investment advisory firm in Marietta, Georgia. Services include Financial Planning and Investment Management. The firm specializes in Retirement Planning. The office has a wheelchair-accessible entrance. The office is open five days a week. It holds a 4.9-star rating from 36 Google reviews.",61 Atlanta St SE,Marietta,Georgia,30060,(770) 427-5227,https://meritfinancialadvisors.com/about/locations/marietta-ga/,"https://www.google.com/maps/place/Merit+Financial+Advisors/@33.9504009,-84.5489037,14z/data=!4m8!1m2!2m1!1sMerit+Financial+Advisors!3m4!1s0x88f514243a93bcb1:0xff2f0be39b9f306f!8m2!3d33.9504009!4d-84.5489037",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXa_TKmx8-70ZCTuWptlB5txpK3g6oyVAZF1jI4JpQtih18jTnbXu1DCRdnr7-XOrTgzLvBSAVLdPC4Xm1wZUxny82HFqIkCGlPcL_WNoeE6f9e9Goly5oBQbB4sLs__orFlSPMxHtRato=w800-h500-k-no,"Sunday: Closed, Monday: 8:30AM-5PM, Tuesday: 8:30AM-5PM, Wednesday: 8:30AM-5PM, Thursday: 8:30AM-5PM, Friday: 8:30AM-5PM, Saturday: Closed","Retirement Planning,Investment Management",,"Financial Planning,Investment Management",,,,,,4.9,36,Active,4/19/2026,33.9504009,-84.5489037,,English
Incompass Financial,incompass-financial-alpharetta-ga,"Incompass Financial is a financial planning firm based in Alpharetta, Georgia that serves individuals, families, and business owners. The firm uses a life planning process that connects financial decisions to personal values and long-term objectives, addressing areas such as retirement planning, cash flow management, and tax planning. The firm provides access to brokerage accounts through Wealthscape Investor, which includes online and mobile platforms for account management and trading.",1602 Abbey Ct,Alpharetta,Georgia,30004,(770) 971-9141,http://incompassfp.com/,"https://www.google.com/maps/place/Incompass+Financial/@34.0871066,-84.35553999999999,14z/data=!4m8!1m2!2m1!1sIncompass+Financial!3m4!1s0x88f50da341300ff9:0xa797ecab0917a68f!8m2!3d34.0871066!4d-84.35553999999999",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEM7CTwzUEXppvs8Sr6ZmmbDInBSv38MhjPOeE-bXAELc7WQzfld0bT52m-jIBg8tSbpJhIxs3a9TqAq0PI6CfhBAUxJclDF_0knSKSlPYo4gBX0wUyJ6O6bMHNS7AB5t2oySbFuw=w800-h500-k-no,"Sunday: Closed, Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-4:30PM, Saturday: Closed",,,Financial Planning,,,,,,5.0,18,Active,4/19/2026,34.0871066,-84.3555400,,English
Prosperity Planning and Wealth Management,prosperity-planning-and-wealth-management-carroll-ia,"Prosperity Planning and Wealth Management is an investment advisory firm in Carroll, Iowa. Services include Financial Planning, Insurance Analysis, and Investment Management. The firm specializes in Insurance Planning. Appointments are recommended. The office has a wheelchair-accessible entrance. The office is open five days a week.",714 Simon Ave,Carroll,Iowa,51401,,http://prosperityplanning.nm.com/,"https://www.google.com/maps/place/Prosperity+Planning+and+Wealth+Management/@42.0686798,-94.8730119,14z/data=!4m8!1m2!2m1!1sProsperity+Planning+and+Wealth+Management!3m4!1s0x87ed39b09514a6e7:0xca85364762cc5cbe!8m2!3d42.0686798!4d-94.8730119",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=awgacFWEjhcLsHRE_U6zRQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=47.944786&pitch=0&thumbfov=100,"Sunday: Closed, Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: Closed",Insurance Planning,,"Financial Planning,Insurance Analysis,Investment Management",,,,,,,,Active,4/19/2026,42.0686798,-94.8730119,,English
Mercer Advisors - Owings Mills,mercer-advisors-owings-mills-owings-mills-md,"Mercer Advisors in Owings Mills is an independent registered investment advisor operating under a family office model, offering financial planning, investment management, tax planning, estate planning, and insurance coordination as integrated services. The firm serves C-suite professionals, entrepreneurs, physicians, engineers, technology leaders, and others, with specialized expertise in retirement planning, concentrated stock positions, multi-generational succession planning, divorce-related matters, and special needs planning. Operating for over 40 years, the firm combines personalized service with resources and specialized staff typical of a national organization.",10055 Red Run Blvd Suite 160,Owings Mills,Maryland,21117,(410) 384-6888,https://www.merceradvisors.com/location/owings-mills/,"https://www.google.com/maps/place/Mercer+Advisors+-+Owings+Mills/@39.3995927,-76.77904389999999,14z/data=!4m8!1m2!2m1!1sMercer+Advisors+-+Owings+Mills!3m4!1s0x89c817a166faacc3:0x8cfe5edb779d641f!8m2!3d39.3995927!4d-76.77904389999999",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2VCnNDTQ6-hZ3etacnZ3gg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=57.659805&pitch=0&thumbfov=100,Daily: Closed,Wealth Management,,,Independent RIA,,,checked,,,,Active,4/19/2026,39.3995927,-76.7790439,,English
Northwestern Mutual,northwestern-mutual-greensboro-nc,"Northwestern Mutual is an insurance-based firm in Greensboro, North Carolina. Services include Financial Planning, Insurance Analysis, and Investment Management. The firm specializes in Insurance Planning. Appointments are recommended. The office is open five days a week. It holds a 3-star rating from 2 Google reviews.",333 N Greene St # 400,Greensboro,North Carolina,27401,(336) 275-0261,http://greensboro.nm.com/,"https://www.google.com/maps/place/Northwestern+Mutual/@36.076448,-79.7916259,14z/data=!4m8!1m2!2m1!1sNorthwestern+Mutual!3m4!1s0x8853192f5d07c003:0x132444497fc960e5!8m2!3d36.076448!4d-79.7916259",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGek890PBjHn-Q_R_Ehqi8lVSE5MP2DKaZgO_5GGHqEZ_jDFLZTeljX-Z4_2UlXlBMWCC2AzuQ5itvTjpaM3-zCzX3S0YK0QWKJKQyq454h59b-YhauIRAS_vq46wQWJ22cuxI=w800-h500-k-no,"Sunday: Closed, Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM, Saturday: Closed",Insurance Planning,,"Financial Planning,Insurance Analysis,Investment Management",Insurance-Based,,,,,3.0,2,Active,4/19/2026,36.0764480,-79.7916259,,English
